,Company,Country,Ticker,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Gender Equality Funds: Has Equileap gender equality score,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Weapons Free Funds: Military contractors screen,Weapons Free Funds: Nuclear weapons screen,Weapons Free Funds: Controversial weapons screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Beta Value,Company_Name,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
0,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC,Production of electricity by hydro,0.583146882,0.693040029,0.998431476,0.606206518,0.685114721,0.684842704,0.609608489,0.609608489,0.685167424,0.135972339,0.988226491,0.570893382,0.998431476,0.940288178,0.940258176,0.678305769,0.940286432,0.078993365,0.078993365,0.610689242,0.0
1,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC,Production of electricity by hydro,0.574089244,0.679034818,0.998240991,0.59250405,0.671261947,0.670979026,0.596073963,0.596073963,0.671442978,0.13490641,0.986796751,0.574375838,0.998240991,0.940288178,0.933000834,0.665214477,0.940286432,0.078931983,0.078931983,0.597063245,0.01
2,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC,Production of electricity by hydro,0.475027349,0.565030029,0.997956011,0.493292189,0.551805376,0.551418538,0.499470125,0.499470125,0.551209655,0.192218812,0.984657638,0.567180908,0.997956011,0.896544968,0.922145703,0.53741267,0.896544584,0.121922728,0.121922728,0.49507003,0.0
3,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC, Production of electricity by hydro ,0.376375893,0.438486162,0.997636765,0.390402057,0.411854081,0.411354567,0.400822178,0.400822178,0.409024558,0.291839444,0.982261339,0.565503926,0.997636765,0.840838021,0.909978074,0.368161333,0.840837822,0.176685717,0.176685717,0.38331737,0.0
4,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC, Production of electricity by hydro ,0.284800915,0.338050749,0.99769155,0.299601111,0.306310898,0.30571484,0.31246249,0.31246249,0.303098786,0.329916129,0.982672572,0.558320749,0.99769155,0.819615237,0.912062629,0.254943337,0.819614775,0.197604652,0.197604652,0.289931478,0.0
5,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC, Production of electricity by hydro ,0.596303144,0.693239765,0.998866477,0.613167039,0.681004606,0.680728386,0.617351546,0.617351546,0.680001067,0.170867305,0.991491707,0.577680796,0.998866477,0.920419011,0.956826534,0.663753702,0.920418911,0.098702622,0.098702622,0.614937272,0.0
6,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC, Production of electricity by hydro ,0.556411681,0.609043019,0.999284029,0.53649419,0.592228292,0.591859494,0.542911069,0.542911069,0.590923153,0.203427258,0.994625817,0.607310642,0.999284029,0.904501286,0.972730922,0.568719667,0.904502693,0.114513402,0.114513402,0.536267969,0.0
7,1st NRG Corp,United States,NRG,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,NRG ENERGY INC, Production of electricity by hydro ,0.553484943,0.629489309,0.99914147,0.556222327,0.612769701,0.612429036,0.562213596,0.562213596,0.611341373,0.200430484,0.993555835,0.587350462,0.99914147,0.907155088,0.967295636,0.587842168,0.907156107,0.111854617,0.111854617,0.555619192,0.0
8,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.873177379,0.988576069,0.99971734,0.877909088,0.98874256,0.988736329,0.875549163,0.875549163,0.988840057,0.05722009,0.998040624,0.608474027,0.99971734,0.999150173,0.99036472,0.989347748,0.999150395,0.02057404,0.02057404,0.886214337,0.05
9,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.873231307,0.98871151,0.999729087,0.878049372,0.988872514,0.988866696,0.875683271,0.875683271,0.988967886,0.057320226,0.998122055,0.608393694,0.999729087,0.999114551,0.99076619,0.989469464,0.999114105,0.020650175,0.020650175,0.886353801,0.05
10,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.873173606,0.988641945,0.999757334,0.87797621,0.988785744,0.988779555,0.875615885,0.875615885,0.98888043,0.057526858,0.998317908,0.608378312,0.999757334,0.999124729,0.991723542,0.989390013,0.999124779,0.020734788,0.020734788,0.886283556,0.04
11,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.873425721,0.988869085,0.999815256,0.87818841,0.988978213,0.988972008,0.87582893,0.87582893,0.98906881,0.057920565,0.998719376,0.60838685,0.999815256,0.999167983,0.993700009,0.989569957,0.999167473,0.020887566,0.020887566,0.886496342,0.03
12,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.873545003,0.989019809,0.999821974,0.87832928,0.989126935,0.989120912,0.87596676,0.87596676,0.989216817,0.057935589,0.998765922,0.608372478,0.999821974,0.999195972,0.993931627,0.989714529,0.999195223,0.020881462,0.020881462,0.886636832,0.03
13,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.87341003,0.988801101,0.999838198,0.878116127,0.98889756,0.988891193,0.87575922,0.87575922,0.98898808,0.058071855,0.998878447,0.60841658,0.999838198,0.99918325,0.994487508,0.989496855,0.999182415,0.020949118,0.020949118,0.88642661,0.03
14,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.873601158,0.989009269,0.999839879,0.87832066,0.989107086,0.98910182,0.875947674,0.875947674,0.989196637,0.058031134,0.998890107,0.608425064,0.999839879,0.999195972,0.994533832,0.989687139,0.999195223,0.020941657,0.020941657,0.886626577,0.03
15,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.862423017,0.984739985,0.999669971,0.874488781,0.984717689,0.984708412,0.872216609,0.872216609,0.984796878,0.058494984,0.997712244,0.601241087,0.999669971,0.998221469,0.98875884,0.984957259,0.998221807,0.021329284,0.021329284,0.882671834,0.02
16,Abbott Laboratories,United States,ABT,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745,ABBOTT LABORATORIES," Manufacture of medical, precision and optical instruments, watches and clocks (33) ",0.862347094,0.984351054,0.999719037,0.874199847,0.984240579,0.984230636,0.871948912,0.871948912,0.984305807,0.059318394,0.998052379,0.601390114,0.999719037,0.997956852,0.990426485,0.984349222,0.997957106,0.021755571,0.021755571,0.882347271,0.02
17,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC,Research and development (73),0.875721944,0.991310182,0.999867319,0.880686649,0.991631669,0.991630694,0.878242871,0.878242871,0.99171275,0.055517325,0.999340966,0.60868782,0.999867319,0.998712537,0.98179488,0.992082644,0.998712784,0.020026513,0.020026513,0.888964147,0.22
18,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC,Research and development (73),0.8757139,0.991268021,0.999869363,0.880640851,0.991584335,0.991583203,0.878199552,0.878199552,0.991665657,0.055567614,0.999351109,0.608713424,0.999869363,0.998732892,0.98207282,0.992038202,0.998731997,0.020036687,0.020036687,0.888919026,0.22
19,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC,Research and development (73),0.875810078,0.991334951,0.999887463,0.880668518,0.991606113,0.991604021,0.878242258,0.878242258,0.991685842,0.05601237,0.999441072,0.608719516,0.999887463,0.998908455,0.984558846,0.992060513,0.998907041,0.020127065,0.020127065,0.888948252,0.2
20,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC,Research and development (73),0.875788925,0.991327573,0.99989775,0.880639542,0.991572997,0.991570315,0.87822254,0.87822254,0.991652204,0.056265087,0.999492168,0.608689584,0.99989775,0.999007687,0.985963991,0.992030039,0.999007371,0.020178274,0.020178274,0.888920565,0.18
21,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC, Research and development (73) ,0.87389522,0.991340221,0.999909416,0.880664398,0.991405426,0.991398472,0.878337593,0.878337593,0.991463882,0.057018569,0.99955009,0.606834027,0.999909416,0.999465677,0.987569871,0.991501091,0.999466329,0.019895439,0.019895439,0.888839039,0.07
22,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC, Research and development (73) ,0.874181142,0.991292263,0.999926961,0.880631372,0.991303646,0.991296526,0.878310123,0.878310123,0.991356257,0.057627644,0.999637209,0.607081214,0.999926961,0.9994326,0.989978691,0.991368854,0.999432174,0.020184718,0.020184718,0.888799046,0.06
23,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC, Research and development (73) ,0.874075575,0.991415583,0.999937294,0.880770015,0.991390399,0.991383407,0.878449588,0.878449588,0.991437003,0.058022367,0.999688589,0.606826306,0.999937294,0.99939189,0.991399277,0.991413114,0.999391615,0.020374122,0.020374122,0.888927743,0.05
24,AbbVie Inc,United States,ABBV,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542,ABBVIE INC, Research and development (73) ,0.87298591,0.991259062,0.999936719,0.880626704,0.99122878,0.991222073,0.878303763,0.878303763,0.991275544,0.058030193,0.999685745,0.60591322,0.999936719,0.999374079,0.991322072,0.991236798,0.999374537,0.020384127,0.020384127,0.888779049,0.04
25,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC,Real estate activities (70),0.880050191,0.995536778,0.999985597,0.884607313,0.995548254,0.99554401,0.882213218,0.882213218,0.99558338,0.058714577,0.999962555,0.608958701,0.999985597,0.999796449,0.998903678,0.995789999,0.999797205,0.020773449,0.020773449,0.892854799,0.25
26,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC, Real estate activities (70) ,0.880000781,0.99548355,0.999986413,0.884552308,0.995493804,0.9954895,0.882159171,0.882159171,0.995529532,0.058718189,0.999964735,0.608958439,0.999986413,0.999809171,0.998965443,0.995738845,0.999807878,0.020768701,0.020768701,0.892800449,0.21
27,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC, Real estate activities (70) ,0.879998,0.995481442,0.999987163,0.884547977,0.995490802,0.99548649,0.882154982,0.882154982,0.995526686,0.058721505,0.999966631,0.608958419,0.999987163,0.999819348,0.999011766,0.995736306,0.999818552,0.020764292,0.020764292,0.892795834,0.2
28,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC, Real estate activities (70) ,0.879989473,0.995472483,0.99998785,0.88453753,0.995481454,0.995477127,0.882144772,0.882144772,0.995517536,0.058724533,0.999968432,0.608958369,0.99998785,0.999829526,0.999073531,0.995727599,0.999829225,0.020760222,0.020760222,0.892785579,0.19
29,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC, Real estate activities (70) ,0.879984603,0.995469321,0.999989465,0.884529416,0.995476224,0.99547188,0.88213695,0.88213695,0.99551263,0.058731671,0.999972698,0.60895833,0.999989465,0.999852425,0.99919706,0.995723245,0.999850572,0.020750727,0.020750727,0.892777888,0.17
30,ABM Industries Inc,United States,ABM,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,ABM INDUSTRIES INC, Real estate activities (70) ,0.879980502,0.995465632,0.999990158,0.884523756,0.99547176,0.995467407,0.882131452,0.882131452,0.995508324,0.058734727,0.999974499,0.608958303,0.999990158,0.999860058,0.999243383,0.995719255,0.999861245,0.020746657,0.020746657,0.892772248,0.15
31,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879102732,0.99447117,0.998071772,0.883632043,0.994496438,0.994491951,0.881241944,0.881241944,0.994535368,0.058823858,0.964977329,0.608939179,0.998071772,0.999475855,0.997930885,0.994779628,0.999477002,0.021053231,0.021053231,0.891883161,0.16
32,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879120185,0.99448171,0.997553572,0.883673498,0.994515452,0.994511222,0.881279248,0.881279248,0.994552179,0.05883609,0.955565328,0.608933817,0.997553572,0.999335913,0.997359563,0.9947916,0.999336113,0.02115124,0.02115124,0.89192213,0.19
33,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.8790817,0.994447454,0.997833341,0.883622776,0.994476341,0.994471944,0.881231217,0.881231217,0.994514501,0.058829486,0.960646775,0.608933773,0.997833341,0.999412245,0.997668386,0.99475786,0.999412961,0.021098336,0.021098336,0.891872907,0.17
34,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879149296,0.994490669,0.997733949,0.883671351,0.994521335,0.994517028,0.881278354,0.881278354,0.994558723,0.058831832,0.958841446,0.608958634,0.997733949,0.999384257,0.997560298,0.994799218,0.99938521,0.021117157,0.021117157,0.891920591,0.18
35,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879099944,0.994537045,0.996894377,0.883767152,0.994581287,0.994577426,0.881366978,0.881366978,0.994614862,0.058851649,0.943592365,0.608850244,0.996894377,0.999157806,0.99664927,0.994846381,0.999156799,0.02127604,0.02127604,0.892012371,0.23
36,Adams Resources & Energy Inc,United States,AEIS,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879243712,0.994704634,0.996974874,0.88392746,0.994748048,0.994744312,0.88152528,0.88152528,0.99478053,0.058849749,0.945054431,0.608844848,0.996974874,0.999178161,0.996741917,0.99500492,0.999180281,0.021260779,0.021260779,0.89217132,0.25
37,Adobe Inc,United States,ADBE,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.335,ADOBE INC,Computer and related activities (72),0.879948174,0.995385527,0.99996613,0.884506585,0.995394805,0.995390639,0.882110706,0.882110706,0.995426498,0.058991811,0.999872687,0.608933596,0.99996613,0.999590353,0.999073531,0.995638171,0.99959014,0.021067136,0.021067136,0.892749688,0.22
38,Adobe Inc,United States,ADBE,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.335,ADOBE INC,Computer and related activities (72),0.879900385,0.995320705,0.999972618,0.884425531,0.995327237,0.995322941,0.882031871,0.882031871,0.995360886,0.058950949,0.99989705,0.608957841,0.999972618,0.999669229,0.999243383,0.995576678,0.999669124,0.020994562,0.020994562,0.892670726,0.17
39,Adobe Inc,United States,ADBE,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.335,ADOBE INC,Computer and related activities (72),0.879936972,0.99537446,0.99997805,0.884464019,0.995378906,0.995374606,0.882070522,0.882070522,0.995413278,0.058916741,0.999917526,0.608958023,0.99997805,0.999732839,0.999397795,0.995627287,0.999733164,0.020934027,0.020934027,0.892709694,0.16
40,Adobe Inc,United States,ADBE,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.335,ADOBE INC, Computer and related activities (72) ,0.880088526,0.995551534,0.999982088,0.884627457,0.99555454,0.995550372,0.88223194,0.88223194,0.995588288,0.058891318,0.999932694,0.608958798,0.999982088,0.999783727,0.999505883,0.995794534,0.999782262,0.020888923,0.020888923,0.892872232,0.19
41,Adobe Inc,United States,ADBE,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.335,ADOBE INC, Computer and related activities (72) ,0.88011055,0.995585262,0.999985691,0.884650553,0.995586337,0.995582164,0.882255183,0.882255183,0.995620586,0.058868624,0.99994625,0.608958907,0.999985691,0.999826981,0.999613971,0.995825915,0.99982709,0.020848566,0.020848566,0.892895818,0.18
42,Advance Auto Parts Inc,United States,AAP,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.169,ADVANCE AUTO PARTS INC,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",0.877604023,0.992782112,0.999977206,0.881929012,0.992775017,0.992768002,0.879579393,0.879579393,0.992828969,0.059029234,0.999963503,0.60894599,0.999977206,0.999641241,0.999660295,0.99316521,0.999641373,0.021013383,0.021013383,0.890205997,0.03
43,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879102732,0.99447117,0.998071772,0.883632043,0.994496438,0.994491951,0.881241944,0.881241944,0.994535368,0.058823858,0.964977329,0.608939179,0.998071772,0.999475855,0.997930885,0.994779628,0.999477002,0.021053231,0.021053231,0.891883161,0.16
44,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879120185,0.99448171,0.997553572,0.883673498,0.994515452,0.994511222,0.881279248,0.881279248,0.994552179,0.05883609,0.955565328,0.608933817,0.997553572,0.999335913,0.997359563,0.9947916,0.999336113,0.02115124,0.02115124,0.89192213,0.19
45,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.8790817,0.994447454,0.997833341,0.883622776,0.994476341,0.994471944,0.881231217,0.881231217,0.994514501,0.058829486,0.960646775,0.608933773,0.997833341,0.999412245,0.997668386,0.99475786,0.999412961,0.021098336,0.021098336,0.891872907,0.17
46,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879149296,0.994490669,0.997733949,0.883671351,0.994521335,0.994517028,0.881278354,0.881278354,0.994558723,0.058831832,0.958841446,0.608958634,0.997733949,0.999384257,0.997560298,0.994799218,0.99938521,0.021117157,0.021117157,0.891920591,0.18
47,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879099944,0.994537045,0.996894377,0.883767152,0.994581287,0.994577426,0.881366978,0.881366978,0.994614862,0.058851649,0.943592365,0.608850244,0.996894377,0.999157806,0.99664927,0.994846381,0.999156799,0.02127604,0.02127604,0.892012371,0.23
48,Advanced Micro Devices Inc,United States,AEIS,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.576,ADVANCED MICRO DEVICES, Manufacture of electrical machinery and apparatus n.e.c. (31) ,0.879243712,0.994704634,0.996974874,0.88392746,0.994748048,0.994744312,0.88152528,0.88152528,0.99478053,0.058849749,0.945054431,0.608844848,0.996974874,0.999178161,0.996741917,0.99500492,0.999180281,0.021260779,0.021260779,0.89217132,0.25
49,AECOM,United States,ACM,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.242,AECOM,Construction (45),0.879413349,0.994865898,0.999994383,0.883908122,0.99487448,0.994871828,0.881491214,0.881491214,0.994920642,0.058639715,0.999983316,0.608955378,0.999994383,0.999987278,0.999953677,0.995159832,0.999987192,0.020696975,0.020696975,0.892163116,0.04
50,AECOM,United States,ACM,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.242,AECOM,Construction (45),0.879217243,0.994649825,0.999994386,0.883695489,0.994658054,0.994655188,0.881281994,0.881281994,0.994706043,0.058639838,0.999983316,0.608954368,0.999994386,0.999987278,0.999953677,0.994955399,0.999987192,0.020696975,0.020696975,0.891952381,0.03
