,Company,Country,Ticker,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Gender Equality Funds: Has Equileap gender equality score,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Weapons Free Funds: Military contractors screen,Weapons Free Funds: Nuclear weapons screen,Weapons Free Funds: Controversial weapons screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Beta Value,Company_Name,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
421,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PNC FINANCIAL SVCS GROUP INC," Financial intermediation, except insurance and pension funding (65) ",0.877553224,0.993005036,0.999964315,0.882183259,0.993001614,0.992994878,0.879829039,0.879829039,0.993050599,0.059119316,0.99992255,0.608675834,0.999964315,0.999475855,0.999366913,0.993374903,0.999477002,0.021156836,0.021156836,0.890456726,0.05
422,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,DUNKIN' BRANDS GROUP INC, Other service activities (93) ,0.88028515,0.995810294,0.999998339,0.884838593,0.995807397,0.995803383,0.882441058,0.882441058,0.995842584,0.058777993,0.999994881,0.608959796,0.999998339,0.9999771,0.999922794,0.996039054,0.999978653,0.020703079,0.020703079,0.893083993,0.14
423,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PNC FINANCIAL SVCS GROUP INC," Financial intermediation, except insurance and pension funding (65) ",0.877503553,0.992856947,0.999963889,0.882038821,0.992853335,0.992846455,0.879686899,0.879686899,0.992903452,0.059123385,0.999921602,0.60875534,0.999963889,0.999470766,0.999351472,0.993234685,0.999470598,0.021162431,0.021162431,0.890313672,0.05
424,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PRICE (T. ROWE) GROUP," Financial intermediation, except insurance and pension funding (65) ",0.88015617,0.995651138,0.999993488,0.884697245,0.995647338,0.995643101,0.882303157,0.882303157,0.995682268,0.058840776,0.99998597,0.608959127,0.999993488,0.999903313,0.999876471,0.995885775,0.999903939,0.020774296,0.020774296,0.892944015,0.12
425,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,DUNKIN' BRANDS GROUP INC, Other service activities (93) ,0.880239462,0.995760229,0.999998418,0.884788972,0.995757047,0.99575298,0.882392279,0.882392279,0.995792672,0.058778009,0.999995071,0.608959561,0.999998418,0.999979645,0.999938235,0.995991529,0.999978653,0.020702401,0.020702401,0.89303477,0.08
426,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PNC FINANCIAL SVCS GROUP INC," Financial intermediation, except insurance and pension funding (65) ",0.87779808,0.992970254,0.999959996,0.882162255,0.992967353,0.992960595,0.879808357,0.879808357,0.993015397,0.059160559,0.99991307,0.608929485,0.999959996,0.99941479,0.999289707,0.993340801,0.999412961,0.021213471,0.021213471,0.890435704,0.06
427,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PRICE (T. ROWE) GROUP," Financial intermediation, except insurance and pension funding (65) ",0.880127474,0.995618464,0.999993134,0.884666151,0.995614635,0.995610367,0.882272558,0.882272558,0.99564974,0.058844157,0.999985212,0.608958979,0.999993134,0.999898224,0.999876471,0.995854757,0.99989967,0.020778875,0.020778875,0.892913251,0.11
428,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,DUNKIN' BRANDS GROUP INC, Other service activities (93) ,0.880235088,0.995754959,0.999998276,0.884784384,0.995752102,0.995748037,0.882387662,0.882387662,0.995787747,0.05877798,0.999994691,0.608959539,0.999998276,0.9999771,0.999922794,0.995986813,0.999976518,0.020703588,0.020703588,0.893030155,0.08
429,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PNC FINANCIAL SVCS GROUP INC," Financial intermediation, except insurance and pension funding (65) ",0.878276878,0.993670646,0.999961391,0.882846928,0.993668373,0.993662294,0.880482144,0.880482144,0.993710888,0.059147225,0.999916104,0.608786145,0.999961391,0.999435145,0.999305148,0.994003437,0.999434308,0.021195157,0.021195157,0.89111303,0.07
430,Asbury Automotive Group Inc,United States,ACGLN,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.574,PRICE (T. ROWE) GROUP," Financial intermediation, except insurance and pension funding (65) ",0.880119227,0.995614248,0.999994722,0.884657125,0.995610181,0.995605905,0.882263682,0.882263682,0.995645777,0.058829007,0.999988624,0.608958936,0.999994722,0.999921124,0.999907353,0.995851129,0.999923151,0.020758018,0.020758018,0.892904534,0.09
431,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC,Chemicals nec,0.870370385,0.989062497,0.999391325,0.878679793,0.989050332,0.989057956,0.876137552,0.876137552,0.989109084,0.059261619,0.998219697,0.605033057,0.999391325,0.998168037,0.996942652,0.989263581,0.998166305,0.022236797,0.022236797,0.886888074,0.09
432,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC,Chemicals nec,0.870428554,0.989323365,0.999469874,0.878874205,0.989311691,0.989317206,0.876360341,0.876360341,0.989372597,0.059199257,0.998449487,0.604896146,0.999469874,0.998404665,0.99732868,0.98956125,0.998403255,0.02203688,0.02203688,0.887093681,0.08
433,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC, Chemicals nec ,0.872747746,0.988101236,0.999132332,0.877940018,0.988088058,0.988102535,0.875305769,0.875305769,0.988140557,0.059467246,0.997462073,0.608036726,0.999132332,0.997386908,0.995630153,0.988187182,0.997387144,0.022895389,0.022895389,0.886111789,0.15
434,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC, Chemicals nec ,0.871998423,0.987046168,0.999092407,0.87693397,0.98703184,0.987046488,0.874299726,0.874299726,0.98709105,0.059498944,0.997345282,0.608214291,0.999092407,0.997267322,0.995429418,0.987163569,0.997267602,0.022996959,0.022996959,0.8851099,0.14
435,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC, Chemicals nec ,0.872158956,0.988146559,0.998929062,0.878146009,0.988133416,0.988154052,0.875427041,0.875427041,0.988174237,0.059628632,0.996867501,0.607346267,0.998929062,0.996776254,0.994611037,0.988098661,0.99677449,0.023412563,0.023412563,0.886280992,0.17
436,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC, Chemicals nec ,0.872388753,0.987866191,0.998853565,0.877930147,0.987852691,0.987875324,0.875184362,0.875184362,0.987891691,0.059688573,0.996646717,0.607777548,0.998853565,0.996547258,0.994225008,0.987784666,0.996548213,0.023604511,0.023604511,0.886054362,0.18
437,Ashland Inc,United States,ASH,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.931,ASHLAND INC, Chemicals nec ,0.875430144,0.991036665,0.999002721,0.880930004,0.991026478,0.99104772,0.87819627,0.87819627,0.991046931,0.059570151,0.997082977,0.608014228,0.999002721,0.996997616,0.994981625,0.990878905,0.996996497,0.023225194,0.023225194,0.889047211,0.23
438,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC,Post and telecommunications (64),0.838301732,0.948510889,0.999440106,0.839806891,0.948453865,0.948404523,0.838135164,0.838135164,0.94874361,0.063962358,0.997935588,0.608293267,0.999440106,0.992756112,0.993452951,0.951082793,0.992757011,0.027294253,0.027294253,0.848538391,0.04
439,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC,Post and telecommunications (64),0.834167422,0.943962819,0.999472357,0.835247783,0.943901426,0.94384759,0.83364808,0.83364808,0.944238075,0.063663751,0.998054465,0.608340617,0.999472357,0.993173393,0.99383898,0.946795699,0.993173275,0.026913748,0.026913748,0.844028865,0.04
440,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC,Post and telecommunications (64),0.83092991,0.941785226,0.99950391,0.833021447,0.941721352,0.941665338,0.831456679,0.831456679,0.942084664,0.063371638,0.998170876,0.607194947,0.99950391,0.99358304,0.994194126,0.944749198,0.993581,0.026541552,0.026541552,0.841826658,0.03
441,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.826020885,0.935836371,0.999493899,0.827196968,0.935765996,0.93570419,0.825724985,0.825724985,0.936177048,0.063464336,0.998133905,0.607611295,0.999493899,0.993453276,0.994086038,0.93911978,0.993452918,0.02665957,0.02665957,0.836065027,0.03
442,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.827396387,0.937239263,0.99955045,0.828425765,0.937170572,0.937110042,0.826933395,0.826933395,0.937584501,0.062940756,0.99834246,0.607851506,0.99955045,0.994183517,0.994750008,0.940469541,0.994182981,0.0259925,0.0259925,0.837280728,0.03
443,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.822016587,0.93318289,0.999627012,0.82423153,0.933110096,0.933045478,0.822804721,0.822804721,0.933578329,0.062231905,0.998624768,0.606384097,0.999627012,0.995173286,0.995645595,0.93666514,0.995173475,0.025089225,0.025089225,0.833132169,0.02
444,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.822863939,0.934219513,0.999644507,0.825204767,0.934148271,0.934084636,0.823762215,0.823762215,0.93461229,0.062069911,0.998689231,0.60634108,0.999644507,0.995399737,0.99584633,0.937652837,0.995399752,0.024882695,0.024882695,0.834094577,0.02
445,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.826148628,0.936901452,0.999652489,0.827821364,0.936833144,0.936772114,0.826337076,0.826337076,0.937276544,0.061996018,0.998718713,0.607189886,0.999652489,0.995504057,0.995938977,0.940192188,0.995504352,0.024788586,0.024788586,0.836682876,0.02
446,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.823011067,0.934455085,0.999579127,0.825611146,0.934383929,0.934320633,0.824163113,0.824163113,0.934828899,0.062675246,0.99844816,0.606122188,0.999579127,0.994554998,0.995074272,0.937848925,0.994554416,0.025654047,0.025654047,0.834496564,0.03
447,AT&T Inc,United States,T,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.713,AT&T INC, Post and telecommunications (64) ,0.825099073,0.935635054,0.999598345,0.826720326,0.935565153,0.935502976,0.825254363,0.825254363,0.93600515,0.062497305,0.998519069,0.607150067,0.999598345,0.994804349,0.995305889,0.938972487,0.994804175,0.025427339,0.025427339,0.835593822,0.03
448,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP,Mining of other non-ferrous metal ores and concentrates,0.739842548,0.82632537,0.984943024,0.740382926,0.83256367,0.832413636,0.740565486,0.740565486,0.832426281,0.060327541,0.887301047,0.609050249,0.984943024,0.94615046,0.384253111,0.822996014,0.946150414,0.075190184,0.075190184,0.73916996,0.07
449,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP,Mining of other non-ferrous metal ores and concentrates,0.729482607,0.816796556,0.980656694,0.732746083,0.826305192,0.826149697,0.732852651,0.732852651,0.826371002,0.040024304,0.855218624,0.60810018,0.980656694,0.948801718,0.208965134,0.815525797,0.948801694,0.072994313,0.072994313,0.729358217,0.09
450,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP,Mining of other non-ferrous metal ores and concentrates,0.735062684,0.833979093,0.983183752,0.746185977,0.841580893,0.841439365,0.746196692,0.746196692,0.841667935,0.04148735,0.874133252,0.600622886,0.983183752,0.959943616,0.312297335,0.830719096,0.959944754,0.061775363,0.061775363,0.74380203,0.08
451,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP,Mining of other non-ferrous metal ores and concentrates,0.722849467,0.818747536,0.986552203,0.730726727,0.823287261,0.823127814,0.731234933,0.731234933,0.823277874,0.061585311,0.899345487,0.600783758,0.986552203,0.955170334,0.450047868,0.81340057,0.955169462,0.066150487,0.066150487,0.729957094,0.06
452,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP, Mining of other non-ferrous metal ores and concentrates ,0.657105068,0.74713519,0.984132924,0.660787689,0.759822232,0.75959352,0.661029263,0.661029263,0.761110907,0.043870912,0.881237589,0.598151699,0.984132924,0.932621921,0.351116395,0.770713201,0.932620775,0.088593476,0.088593476,0.66488405,0.06
453,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP, Mining of other non-ferrous metal ores and concentrates ,0.626294857,0.708949317,0.982892184,0.625109983,0.72259202,0.72232756,0.625848937,0.625848937,0.724109028,0.043895453,0.871950817,0.600441177,0.982892184,0.925988688,0.300376764,0.735328439,0.925990441,0.095245863,0.095245863,0.629085235,0.05
454,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP, Mining of other non-ferrous metal ores and concentrates ,0.613003764,0.691820008,0.985876196,0.609085931,0.702822341,0.702556983,0.610033811,0.610033811,0.704183272,0.065982233,0.894285654,0.600207842,0.985876196,0.915378568,0.422408202,0.716646366,0.915378917,0.105406217,0.105406217,0.614584508,0.04
455,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP, Mining of other non-ferrous metal ores and concentrates ,0.595710106,0.669757387,0.984825602,0.588809295,0.68158727,0.681301062,0.590027,0.590027,0.683071365,0.065301654,0.886422176,0.601857588,0.984825602,0.910602741,0.379435471,0.696420619,0.910603625,0.11021119,0.11021119,0.59409347,0.04
456,ATI Inc,United States,AA,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.488,ALCOA CORP, Mining of other non-ferrous metal ores and concentrates ,0.593548707,0.664002471,0.983290161,0.586173161,0.677018462,0.676729227,0.58734584,0.58734584,0.678362493,0.068332884,0.874929648,0.602580046,0.983290161,0.898931609,0.31665174,0.691764386,0.898931163,0.121856259,0.121856259,0.590875017,0.05
457,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.86934746,0.980641452,0.998957932,0.872900607,0.980803659,0.980808674,0.870356633,0.870356633,0.980709198,0.068676846,0.99847385,0.608903394,0.998957932,0.985578379,0.98809487,0.981579862,0.985578062,0.034784971,0.034784971,0.881263344,0.02
458,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY,Production of electricity nec,0.837105593,0.951838938,0.995052445,0.842500999,0.955413339,0.955397965,0.840188812,0.840188812,0.956075657,0.023006547,0.962396837,0.608754558,0.995052445,0.999267215,0.81289954,0.957986332,0.999265668,0.008123875,0.008123875,0.850448338,0.16
459,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.867443182,0.980157659,0.998940353,0.872003895,0.980380469,0.980390028,0.869392364,0.869392364,0.980340536,0.066504842,0.998448065,0.607946399,0.998940353,0.987677503,0.987894135,0.981231946,0.987676458,0.032715765,0.032715765,0.880365028,0.02
460,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY,Production of electricity nec,0.832716126,0.947723014,0.994666406,0.83851294,0.951576479,0.951559555,0.836218101,0.836218101,0.952294656,0.020166613,0.95946275,0.608363612,0.994666406,0.99926467,0.798292208,0.954370944,0.999265668,0.007087831,0.007087831,0.846444371,0.16
461,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.864096431,0.978955556,0.999035608,0.871175362,0.97927683,0.97930964,0.868218275,0.868218275,0.979239618,0.066712562,0.998587607,0.60555452,0.999035608,0.985898972,0.988975016,0.980182937,0.985898265,0.03447721,0.03447721,0.879557979,0.01
462,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY,Production of electricity nec,0.838423166,0.955574891,0.994881381,0.846129029,0.959283016,0.959272369,0.843737904,0.843737904,0.959930559,0.021430416,0.961096686,0.606971201,0.994881381,0.999628519,0.806429696,0.96165251,0.999628565,0.00730657,0.00730657,0.854008786,0.17
463,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.866346497,0.979102064,0.999194999,0.871637965,0.978908265,0.978946177,0.868706035,0.868706035,0.978795747,0.068383142,0.998821094,0.607464784,0.999194999,0.986290809,0.990781631,0.978417236,0.986291047,0.034107388,0.034107388,0.879620533,0.05
464,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY,Production of electricity nec,0.841942699,0.958889765,0.995334197,0.849358618,0.962266459,0.962256161,0.846970691,0.846970691,0.962857169,0.024934185,0.964538225,0.607136866,0.995334197,0.999435145,0.823553936,0.96445561,0.999434308,0.008714641,0.008714641,0.857273898,0.17
465,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY, Production of electricity nec ,0.819642198,0.934749155,0.99545916,0.825654139,0.938003604,0.937968951,0.823659026,0.823659026,0.938785646,0.026110938,0.965488004,0.60649796,0.99545916,0.999145084,0.828278929,0.941525443,0.999146126,0.009334571,0.009334571,0.8338459,0.11
466,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.867403045,0.98024567,0.998957836,0.871260854,0.97988013,0.979889038,0.868788356,0.868788356,0.979866849,0.063380368,0.99847366,0.60889553,0.998957836,0.994427779,0.988079429,0.979041598,0.994426335,0.026068804,0.026068804,0.87907293,0.07
467,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY, Production of electricity nec ,0.828735248,0.944940417,0.995554302,0.835679183,0.94813443,0.94810912,0.833536194,0.833536194,0.94882333,0.026882536,0.966211122,0.606319998,0.995554302,0.999063663,0.831876718,0.951090775,0.999065008,0.009670311,0.009670311,0.843777624,0.12
468,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.863117665,0.976217228,0.999228403,0.866903343,0.976017077,0.976028938,0.864363875,0.864363875,0.976097124,0.061560631,0.99887001,0.608606804,0.999228403,0.995608377,0.991183101,0.975911806,0.995606816,0.024934751,0.024934751,0.874913091,0.05
469,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY, Production of electricity nec ,0.826155449,0.940569948,0.997459307,0.831145111,0.942354958,0.942313216,0.829302709,0.829302709,0.942970572,0.041166724,0.980689781,0.606297649,0.997459307,0.998768514,0.9039097,0.945577086,0.998768286,0.01507724,0.01507724,0.839585483,0.07
470,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,NOBLE ENERGY INC," Extraction of crude petroleum and services related to crude oil extraction, excluding surveying ",0.868548722,0.981703371,0.99916018,0.872735446,0.981508331,0.981534576,0.869981167,0.869981167,0.981505872,0.062831118,0.998770093,0.60871167,0.99916018,0.993644106,0.990395602,0.980946611,0.99364504,0.026861013,0.026861013,0.880651136,0.06
471,Atlas Energy Solutions Inc,United States,ADSE,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,SEMPRA ENERGY, Production of electricity nec ,0.823767827,0.938600522,0.996682094,0.829345625,0.940952099,0.940913406,0.827439437,0.827439437,0.941624929,0.035521125,0.97478274,0.606213987,0.996682094,0.998689637,0.874525185,0.944265236,0.998689303,0.01306823,0.01306823,0.83768579,0.08
